occupancy_date,shelter_city,sector,total_occupancy,total_capacity
2019-12-22,Scarborough,Co-ed,188,196
2019-12-22,Scarborough,Men,194,198
2019-12-22,Scarborough,Women,174,183
2019-12-22,Toronto,Co-ed,603,619
2019-12-22,Toronto,Families,2646,2932
2019-12-22,Toronto,Men,1736,1754
2019-12-22,Toronto,Women,780,796
2019-12-22,Toronto,Youth,405,417
2019-12-23,Etobicoke,Youth,52,53
2019-12-23,North York,Youth,70,73
2019-12-23,Scarborough,Co-ed,188,196
2019-12-23,Scarborough,Men,194,198
2019-12-23,Scarborough,Women,175,183
2019-12-23,Toronto,Co-ed,602,619
2019-12-23,Toronto,Families,2647,2932
2019-12-23,Toronto,Men,1714,1755
2019-12-23,Toronto,Women,781,796
2019-12-23,Toronto,Youth,406,417
2019-12-24,Etobicoke,Youth,52,53
2019-12-24,North York,Youth,73,73
2019-12-24,Scarborough,Co-ed,180,196
2019-12-24,Scarborough,Men,195,198
2019-12-24,Scarborough,Women,178,183
2019-12-24,Toronto,Co-ed,602,619
2019-12-24,Toronto,Families,2653,2932
2019-12-24,Toronto,Men,1729,1755
2019-12-24,Toronto,Women,785,796
2019-12-24,Toronto,Youth,409,417
2019-12-25,Etobicoke,Youth,53,53
2019-12-25,North York,Youth,73,73
2019-12-25,Scarborough,Co-ed,190,196
2019-12-25,Scarborough,Men,194,198
2019-12-25,Scarborough,Women,177,183
2019-12-25,Toronto,Co-ed,604,619
2019-12-25,Toronto,Families,2654,2932
2019-12-25,Toronto,Men,1727,1755
2019-12-25,Toronto,Women,786,796
2019-12-25,Toronto,Youth,408,417
2019-12-26,Etobicoke,Youth,53,53
2019-12-26,North York,Youth,72,73
2019-12-26,Scarborough,Co-ed,189,196
2019-12-26,Scarborough,Men,195,198
2019-12-26,Scarborough,Women,180,183
2019-12-26,Toronto,Co-ed,607,619
2019-12-26,Toronto,Families,2656,2932
2019-12-26,Toronto,Men,1731,1755
2019-12-26,Toronto,Women,786,796
2019-12-26,Toronto,Youth,406,417
2019-12-27,Etobicoke,Youth,53,53
2019-12-27,North York,Youth,72,73
2019-12-27,Scarborough,Co-ed,190,196
2019-12-27,Scarborough,Men,194,198
2019-12-27,Scarborough,Women,179,183
2019-12-27,Toronto,Co-ed,606,619
2019-12-27,Toronto,Families,2680,2932
2019-12-27,Toronto,Men,1729,1755
2019-12-27,Toronto,Women,790,796
2019-12-27,Toronto,Youth,406,417
2019-12-28,Etobicoke,Youth,52,53
2019-12-28,North York,Youth,72,73
2019-12-28,Scarborough,Co-ed,190,196
2019-12-28,Scarborough,Men,194,198
2019-12-28,Scarborough,Women,178,183
2019-12-28,Toronto,Co-ed,606,619
2019-12-28,Toronto,Families,2682,2932
2019-12-28,Toronto,Men,1720,1755
2019-12-28,Toronto,Women,793,796
2019-12-28,Toronto,Youth,408,417
2019-12-29,Etobicoke,Youth,53,53
2019-12-29,North York,Youth,72,73
2019-12-29,Scarborough,Co-ed,190,196
2019-12-29,Scarborough,Men,195,198
2019-12-29,Scarborough,Women,179,183
2019-12-29,Toronto,Co-ed,608,619
2019-12-29,Toronto,Families,2679,2932
2019-12-29,Toronto,Men,1729,1755
2019-12-29,Toronto,Women,791,796
2019-12-29,Toronto,Youth,408,417
2019-12-30,Etobicoke,Youth,51,53
2019-12-30,North York,Youth,72,73
2019-12-30,Scarborough,Co-ed,190,196
2019-12-30,Scarborough,Men,192,198
2019-12-30,Scarborough,Women,179,183
2019-12-30,Toronto,Co-ed,605,619
2019-12-30,Toronto,Families,2686,2932
2019-12-30,Toronto,Men,1728,1756
2019-12-30,Toronto,Women,784,796
2019-12-30,Toronto,Youth,409,417
2019-12-31,Etobicoke,Youth,53,53
2019-12-31,North York,Youth,73,73
2019-12-31,Scarborough,Co-ed,190,196
2019-12-31,Scarborough,Men,195,198
2019-12-31,Scarborough,Women,178,183
2019-12-31,Toronto,Co-ed,605,619
2019-12-31,Toronto,Families,2675,2932
2019-12-31,Toronto,Men,1731,1756
2019-12-31,Toronto,Women,780,796
2019-12-31,Toronto,Youth,410,417
2020-01-01,Etobicoke,Youth,53,53
2020-01-01,North York,Youth,73,73
2020-01-01,Scarborough,Co-ed,190,196
2020-01-01,Scarborough,Men,114,118
2020-01-01,Scarborough,Women,58,63
2020-01-01,Toronto,Co-ed,554,569
2020-01-01,Toronto,Families,2670,2932
2020-01-01,Toronto,Men,1882,1906
2020-01-01,Toronto,Women,787,796
2020-01-01,Toronto,Youth,408,417
2020-01-02,Etobicoke,Youth,53,53
2020-01-02,North York,Youth,72,73
2020-01-02,Scarborough,Co-ed,190,196
2020-01-02,Scarborough,Men,114,118
2020-01-02,Scarborough,Women,56,63
2020-01-02,Toronto,Co-ed,554,569
2020-01-02,Toronto,Families,2660,2932
2020-01-02,Toronto,Men,1876,1906
2020-01-02,Toronto,Women,782,796
2020-01-02,Toronto,Youth,407,417
2020-01-03,Etobicoke,Youth,52,53
2020-01-03,North York,Youth,72,73
2020-01-03,Scarborough,Co-ed,190,196
2020-01-03,Scarborough,Men,114,118
2020-01-03,Scarborough,Women,55,63
2020-01-03,Toronto,Co-ed,553,569
2020-01-03,Toronto,Families,2645,2932
2020-01-03,Toronto,Men,1871,1905
2020-01-03,Toronto,Women,779,797
2020-01-03,Toronto,Youth,410,417
2020-01-04,Etobicoke,Youth,52,53
2020-01-04,North York,Youth,71,73
2020-01-04,Scarborough,Co-ed,190,196
2020-01-04,Scarborough,Men,115,118
2020-01-04,Scarborough,Women,58,63
2020-01-04,Toronto,Co-ed,555,569
2020-01-04,Toronto,Families,2636,2932
2020-01-04,Toronto,Men,1870,1905
2020-01-04,Toronto,Women,790,797
2020-01-04,Toronto,Youth,412,417
2020-01-05,Etobicoke,Youth,52,53
2020-01-05,North York,Youth,72,73
2020-01-05,Scarborough,Co-ed,189,196
2020-01-05,Scarborough,Men,115,118
2020-01-05,Scarborough,Women,60,63
2020-01-05,Toronto,Co-ed,555,569
2020-01-05,Toronto,Families,2621,2932
2020-01-05,Toronto,Men,1876,1905
2020-01-05,Toronto,Women,784,797
2020-01-05,Toronto,Youth,405,417
2020-01-06,Etobicoke,Youth,52,53
2020-01-06,North York,Youth,71,73
2020-01-06,Scarborough,Co-ed,190,196
2020-01-06,Scarborough,Men,115,118
2020-01-06,Scarborough,Women,60,63
2020-01-06,Toronto,Co-ed,552,569
2020-01-06,Toronto,Families,2607,2932
2020-01-06,Toronto,Men,1876,1905
2020-01-06,Toronto,Women,785,797
2020-01-06,Toronto,Youth,411,417
2020-01-07,Etobicoke,Youth,52,53
2020-01-07,North York,Youth,72,73
2020-01-07,Scarborough,Co-ed,189,196
2020-01-07,Scarborough,Men,113,118
2020-01-07,Scarborough,Women,59,63
2020-01-07,Toronto,Co-ed,553,569
2020-01-07,Toronto,Families,2611,2932
2020-01-07,Toronto,Men,1873,1905
2020-01-07,Toronto,Women,789,797
2020-01-07,Toronto,Youth,411,417
2020-01-08,Etobicoke,Youth,53,53
2020-01-08,North York,Youth,71,73
2020-01-08,Scarborough,Co-ed,189,196
2020-01-08,Scarborough,Men,115,118
2020-01-08,Scarborough,Women,60,63
2020-01-08,Toronto,Co-ed,553,569
2020-01-08,Toronto,Families,2618,2932
2020-01-08,Toronto,Men,1883,1905
2020-01-08,Toronto,Women,788,797
2020-01-08,Toronto,Youth,412,417
2020-01-09,Etobicoke,Youth,53,53
2020-01-09,North York,Youth,71,73
2020-01-09,Scarborough,Co-ed,190,196
2020-01-09,Scarborough,Men,115,118
2020-01-09,Scarborough,Women,58,63
2020-01-09,Toronto,Co-ed,553,569
2020-01-09,Toronto,Families,2638,2932
2020-01-09,Toronto,Men,1884,1905
2020-01-09,Toronto,Women,782,797
2020-01-09,Toronto,Youth,409,417
2020-01-10,Etobicoke,Youth,53,53
2020-01-10,North York,Youth,70,73
2020-01-10,Scarborough,Co-ed,190,196
2020-01-10,Scarborough,Men,115,118
2020-01-10,Scarborough,Women,59,63
2020-01-10,Toronto,Co-ed,555,569
2020-01-10,Toronto,Families,2627,2932
2020-01-10,Toronto,Men,1884,1905
2020-01-10,Toronto,Women,779,797
2020-01-10,Toronto,Youth,412,417
2020-01-11,Etobicoke,Youth,53,53
2020-01-11,North York,Youth,71,73
2020-01-11,Scarborough,Co-ed,188,196
2020-01-11,Scarborough,Men,112,118
2020-01-11,Scarborough,Women,56,63
2020-01-11,Toronto,Co-ed,553,569
2020-01-11,Toronto,Families,2616,2932
2020-01-11,Toronto,Men,1891,1905
2020-01-11,Toronto,Women,779,797
2020-01-11,Toronto,Youth,414,417
2020-01-12,Etobicoke,Youth,53,53
2020-01-12,North York,Youth,72,73
2020-01-12,Scarborough,Co-ed,187,196
2020-01-12,Scarborough,Men,115,118
2020-01-12,Scarborough,Women,60,63
2020-01-12,Toronto,Co-ed,553,569
2020-01-12,Toronto,Families,2634,2932
2020-01-12,Toronto,Men,1881,1905
2020-01-12,Toronto,Women,784,797
2020-01-12,Toronto,Youth,411,417
2020-01-13,Etobicoke,Youth,53,53
2020-01-13,North York,Youth,70,73
2020-01-13,Scarborough,Co-ed,187,196
2020-01-13,Scarborough,Men,115,118
2020-01-13,Scarborough,Women,60,63
2020-01-13,Toronto,Co-ed,554,569
2020-01-13,Toronto,Families,2629,2932
2020-01-13,Toronto,Men,1878,1899
2020-01-13,Toronto,Women,782,797
2020-01-13,Toronto,Youth,409,417
2020-01-14,Etobicoke,Youth,53,53
2020-01-14,North York,Youth,72,73
2020-01-14,Scarborough,Co-ed,186,196
2020-01-14,Scarborough,Men,114,118
2020-01-14,Scarborough,Women,58,63
2020-01-14,Toronto,Co-ed,553,567
2020-01-14,Toronto,Families,2635,2932
2020-01-14,Toronto,Men,1880,1899
2020-01-14,Toronto,Women,784,797
2020-01-14,Toronto,Youth,412,417
2020-01-15,Etobicoke,Youth,53,53
2020-01-15,North York,Youth,72,73
2020-01-15,Scarborough,Co-ed,189,196
2020-01-15,Scarborough,Men,115,118
2020-01-15,Scarborough,Women,60,63
2020-01-15,Toronto,Co-ed,552,567
2020-01-15,Toronto,Families,2655,2932
2020-01-15,Toronto,Men,1868,1899
2020-01-15,Toronto,Women,787,797
2020-01-15,Toronto,Youth,414,417
2020-01-16,Etobicoke,Youth,53,53
2020-01-16,North York,Youth,72,73
2020-01-16,Scarborough,Co-ed,190,196
2020-01-16,Scarborough,Men,115,118
2020-01-16,Scarborough,Women,60,63
2020-01-16,Toronto,Co-ed,554,567
2020-01-16,Toronto,Families,2654,2932
2020-01-16,Toronto,Men,1873,1899
2020-01-16,Toronto,Women,785,797
2020-01-16,Toronto,Youth,408,417
2020-01-17,Etobicoke,Youth,53,53
2020-01-17,North York,Youth,71,73
2020-01-17,Scarborough,Co-ed,189,196
2020-01-17,Scarborough,Men,115,118
2020-01-17,Scarborough,Women,60,63
2020-01-17,Toronto,Co-ed,553,567
2020-01-17,Toronto,Families,2649,2932
2020-01-17,Toronto,Men,1877,1899
2020-01-17,Toronto,Women,784,797
2020-01-17,Toronto,Youth,408,417
2020-01-18,Etobicoke,Youth,52,53
2020-01-18,North York,Youth,72,73
2020-01-18,Scarborough,Co-ed,189,196
2020-01-18,Scarborough,Men,115,118
2020-01-18,Scarborough,Women,60,63
2020-01-18,Toronto,Co-ed,554,567
2020-01-18,Toronto,Families,2639,2932
2020-01-18,Toronto,Men,1884,1899
2020-01-18,Toronto,Women,784,797
2020-01-18,Toronto,Youth,411,417
2020-01-19,Etobicoke,Youth,53,53
2020-01-19,North York,Youth,72,73
2020-01-19,Scarborough,Co-ed,189,196
2020-01-19,Scarborough,Men,115,118
2020-01-19,Scarborough,Women,60,63
2020-01-19,Toronto,Co-ed,555,567
2020-01-19,Toronto,Families,2631,2932
2020-01-19,Toronto,Men,1880,1899
2020-01-19,Toronto,Women,789,797
2020-01-19,Toronto,Youth,411,417
2020-01-20,Etobicoke,Youth,53,53
2020-01-20,North York,Youth,71,73
2020-01-20,Scarborough,Co-ed,188,196
2020-01-20,Scarborough,Men,115,118
2020-01-20,Scarborough,Women,59,63
2020-01-20,Toronto,Co-ed,554,567
2020-01-20,Toronto,Families,2629,2932
2020-01-20,Toronto,Men,1886,1904
2020-01-20,Toronto,Women,781,797
2020-01-20,Toronto,Youth,412,417
2020-01-21,Etobicoke,Youth,53,53
2020-01-21,North York,Youth,71,73
2020-01-21,Scarborough,Co-ed,190,196
2020-01-21,Scarborough,Men,115,118
2020-01-21,Scarborough,Women,60,63
2020-01-21,Toronto,Co-ed,555,567
2020-01-21,Toronto,Families,2647,2932
2020-01-21,Toronto,Men,1892,1909
2020-01-21,Toronto,Women,779,797
2020-01-21,Toronto,Youth,410,417
2020-01-22,Etobicoke,Youth,53,53
2020-01-22,North York,Youth,71,73
2020-01-22,Scarborough,Co-ed,188,196
2020-01-22,Scarborough,Men,115,118
2020-01-22,Scarborough,Women,60,63
2020-01-22,Toronto,Co-ed,556,567
2020-01-22,Toronto,Families,2648,2932
2020-01-22,Toronto,Men,1899,1914
2020-01-22,Toronto,Women,783,797
2020-01-22,Toronto,Youth,407,417
2020-01-23,Etobicoke,Youth,53,53
2020-01-23,North York,Youth,69,73
2020-01-23,Scarborough,Co-ed,188,196
2020-01-23,Scarborough,Men,114,118
2020-01-23,Scarborough,Women,60,63
2020-01-23,Toronto,Co-ed,552,567
2020-01-23,Toronto,Families,2653,2932
2020-01-23,Toronto,Men,1894,1919
2020-01-23,Toronto,Women,782,797
2020-01-23,Toronto,Youth,408,417
2020-01-24,Etobicoke,Youth,52,53
2020-01-24,North York,Youth,72,73
2020-01-24,Scarborough,Co-ed,190,196
2020-01-24,Scarborough,Men,115,118
2020-01-24,Scarborough,Women,60,63
2020-01-24,Toronto,Co-ed,553,567
2020-01-24,Toronto,Families,2653,2932
2020-01-24,Toronto,Men,1905,1921
2020-01-24,Toronto,Women,787,797
2020-01-24,Toronto,Youth,409,417
2020-01-25,Etobicoke,Youth,53,53
2020-01-25,North York,Youth,72,73
2020-01-25,Scarborough,Co-ed,190,196
2020-01-25,Scarborough,Men,114,118
2020-01-25,Scarborough,Women,60,63
2020-01-25,Toronto,Co-ed,556,567
2020-01-25,Toronto,Families,2654,2932
2020-01-25,Toronto,Men,1905,1921
2020-01-25,Toronto,Women,781,797
2020-01-25,Toronto,Youth,410,417
2020-01-26,Etobicoke,Youth,53,53
2020-01-26,North York,Youth,72,73
2020-01-26,Scarborough,Co-ed,184,196
2020-01-26,Scarborough,Men,115,118
2020-01-26,Scarborough,Women,59,63
2020-01-26,Toronto,Co-ed,556,567
2020-01-26,Toronto,Families,2655,2932
2020-01-26,Toronto,Men,1900,1921
2020-01-26,Toronto,Women,781,797
2020-01-26,Toronto,Youth,409,417
2020-01-27,Etobicoke,Youth,52,53
2020-01-27,North York,Youth,72,73
2020-01-27,Scarborough,Co-ed,188,196
2020-01-27,Scarborough,Men,114,118
2020-01-27,Scarborough,Women,59,63
2020-01-27,Toronto,Co-ed,556,567
2020-01-27,Toronto,Families,2639,2932
2020-01-27,Toronto,Men,1903,1921
2020-01-27,Toronto,Women,778,797
2020-01-27,Toronto,Youth,411,417
2020-01-28,Etobicoke,Youth,52,53
2020-01-28,North York,Youth,73,73
2020-01-28,Scarborough,Co-ed,185,196
2020-01-28,Scarborough,Men,111,118
2020-01-28,Scarborough,Women,60,63
2020-01-28,Toronto,Co-ed,556,567
2020-01-28,Toronto,Families,2651,2932
2020-01-28,Toronto,Men,1897,1919
2020-01-28,Toronto,Women,775,797
2020-01-28,Toronto,Youth,412,417
2020-01-29,Etobicoke,Youth,52,53
2020-01-29,North York,Youth,71,73
2020-01-29,Scarborough,Co-ed,181,196
2020-01-29,Scarborough,Men,114,118
2020-01-29,Scarborough,Women,60,63
2020-01-29,Toronto,Co-ed,557,567
2020-01-29,Toronto,Families,2641,2932
2020-01-29,Toronto,Men,1898,1919
2020-01-29,Toronto,Women,779,797
2020-01-29,Toronto,Youth,413,419
2020-01-30,Etobicoke,Youth,53,53
2020-01-30,North York,Youth,73,73
2020-01-30,Scarborough,Co-ed,182,196
2020-01-30,Scarborough,Men,115,118
2020-01-30,Scarborough,Women,60,63
2020-01-30,Toronto,Co-ed,556,567
2020-01-30,Toronto,Families,2648,2932
2020-01-30,Toronto,Men,1898,1919
2020-01-30,Toronto,Women,768,797
2020-01-30,Toronto,Youth,412,419
2020-01-31,Etobicoke,Youth,53,53
2020-01-31,North York,Youth,73,73
2020-01-31,Scarborough,Co-ed,175,196
2020-01-31,Scarborough,Men,115,118
2020-01-31,Scarborough,Women,60,63
2020-01-31,Toronto,Co-ed,556,567
2020-01-31,Toronto,Families,2650,2932
2020-01-31,Toronto,Men,1896,1919
2020-01-31,Toronto,Women,774,797
2020-01-31,Toronto,Youth,413,419
2020-02-01,Etobicoke,Youth,53,53
2020-02-01,North York,Youth,72,73
2020-02-01,Scarborough,Co-ed,173,196
2020-02-01,Scarborough,Men,114,118
2020-02-01,Scarborough,Women,60,63
2020-02-01,Toronto,Co-ed,556,567
2020-02-01,Toronto,Families,2624,2932
2020-02-01,Toronto,Men,1884,1919
2020-02-01,Toronto,Women,774,797
2020-02-01,Toronto,Youth,413,419
2020-02-02,Etobicoke,Youth,53,53
2020-02-02,North York,Youth,71,73
2020-02-02,Scarborough,Co-ed,175,196
2020-02-02,Scarborough,Men,114,118
2020-02-02,Scarborough,Women,60,63
2020-02-02,Toronto,Co-ed,556,567
2020-02-02,Toronto,Families,2629,2932
2020-02-02,Toronto,Men,1893,1919
2020-02-02,Toronto,Women,774,797
2020-02-02,Toronto,Youth,410,419
2020-02-03,Etobicoke,Youth,53,53
2020-02-03,North York,Youth,71,73
2020-02-03,Scarborough,Co-ed,182,196
2020-02-03,Scarborough,Men,114,118
2020-02-03,Scarborough,Women,60,63
2020-02-03,Toronto,Co-ed,554,567
2020-02-03,Toronto,Families,2601,2932
2020-02-03,Toronto,Men,1891,1918
2020-02-03,Toronto,Women,773,797
2020-02-03,Toronto,Youth,410,419
2020-02-04,Etobicoke,Youth,53,53
2020-02-04,North York,Youth,70,73
2020-02-04,Scarborough,Co-ed,188,196
2020-02-04,Scarborough,Men,115,118
2020-02-04,Scarborough,Women,60,63
2020-02-04,Toronto,Co-ed,553,567
2020-02-04,Toronto,Families,2596,2932
2020-02-04,Toronto,Men,1881,1918
2020-02-04,Toronto,Women,778,797
2020-02-04,Toronto,Youth,413,419
2020-02-05,Etobicoke,Youth,53,53
2020-02-05,North York,Youth,72,73
2020-02-05,Scarborough,Co-ed,190,196
2020-02-05,Scarborough,Men,115,118
2020-02-05,Scarborough,Women,59,63
2020-02-05,Toronto,Co-ed,555,567
2020-02-05,Toronto,Families,2605,2943
2020-02-05,Toronto,Men,1894,1918
2020-02-05,Toronto,Women,779,797
2020-02-05,Toronto,Youth,414,419
2020-02-06,Etobicoke,Youth,53,53
2020-02-06,North York,Youth,72,73
2020-02-06,Scarborough,Co-ed,188,196
2020-02-06,Scarborough,Men,111,118
2020-02-06,Scarborough,Women,60,63
2020-02-06,Toronto,Co-ed,553,567
2020-02-06,Toronto,Families,2607,2943
2020-02-06,Toronto,Men,1895,1918
2020-02-06,Toronto,Women,778,797
2020-02-06,Toronto,Youth,410,419
2020-02-07,Etobicoke,Youth,53,53
2020-02-07,North York,Youth,72,73
2020-02-07,Scarborough,Co-ed,189,196
2020-02-07,Scarborough,Men,115,118
2020-02-07,Scarborough,Women,60,63
2020-02-07,Toronto,Co-ed,555,567
2020-02-07,Toronto,Families,2618,2944
2020-02-07,Toronto,Men,1894,1918
2020-02-07,Toronto,Women,778,797
2020-02-07,Toronto,Youth,412,421
2020-02-08,Etobicoke,Youth,53,53
2020-02-08,North York,Youth,72,73
2020-02-08,Scarborough,Co-ed,190,196
2020-02-08,Scarborough,Men,115,118
2020-02-08,Scarborough,Women,60,63
2020-02-08,Toronto,Co-ed,553,567
2020-02-08,Toronto,Families,2624,2944
2020-02-08,Toronto,Men,1897,1918
2020-02-08,Toronto,Women,781,797
2020-02-08,Toronto,Youth,411,421
2020-02-09,Etobicoke,Youth,53,53
2020-02-09,North York,Youth,71,73
2020-02-09,Scarborough,Co-ed,190,196
2020-02-09,Scarborough,Men,115,118
2020-02-09,Scarborough,Women,60,63
2020-02-09,Toronto,Co-ed,556,567
2020-02-09,Toronto,Families,2640,2944
2020-02-09,Toronto,Men,1897,1918
2020-02-09,Toronto,Women,778,797
2020-02-09,Toronto,Youth,412,421
2020-02-10,Etobicoke,Youth,53,53
2020-02-10,North York,Youth,70,73
2020-02-10,Scarborough,Co-ed,190,196
2020-02-10,Scarborough,Men,114,118
2020-02-10,Scarborough,Women,59,63
2020-02-10,Toronto,Co-ed,551,567
2020-02-10,Toronto,Families,2628,2944
2020-02-10,Toronto,Men,1888,1918
2020-02-10,Toronto,Women,779,797
2020-02-10,Toronto,Youth,410,421
2020-02-11,Etobicoke,Youth,53,53
2020-02-11,North York,Youth,71,73
2020-02-11,Scarborough,Co-ed,187,196
2020-02-11,Scarborough,Men,115,118
2020-02-11,Scarborough,Women,60,63
2020-02-11,Toronto,Co-ed,554,567
2020-02-11,Toronto,Families,2618,2944
2020-02-11,Toronto,Men,1901,1918
2020-02-11,Toronto,Women,778,797
2020-02-11,Toronto,Youth,408,421
2020-02-12,Etobicoke,Youth,53,53
2020-02-12,North York,Youth,71,73
2020-02-12,Scarborough,Co-ed,189,196
2020-02-12,Scarborough,Men,115,118
2020-02-12,Scarborough,Women,57,63
2020-02-12,Toronto,Co-ed,554,567
2020-02-12,Toronto,Families,2646,2944
2020-02-12,Toronto,Men,1898,1918
2020-02-12,Toronto,Women,782,797
2020-02-12,Toronto,Youth,414,421
2020-02-13,Etobicoke,Youth,51,53
2020-02-13,North York,Youth,72,73
2020-02-13,Scarborough,Co-ed,190,196
2020-02-13,Scarborough,Men,115,118
2020-02-13,Scarborough,Women,60,63
2020-02-13,Toronto,Co-ed,553,567
2020-02-13,Toronto,Families,2653,2944
2020-02-13,Toronto,Men,1901,1918
2020-02-13,Toronto,Women,786,797
2020-02-13,Toronto,Youth,412,421
2020-02-14,Etobicoke,Youth,53,53
2020-02-14,North York,Youth,73,73
2020-02-14,Scarborough,Co-ed,190,196
2020-02-14,Scarborough,Men,115,118
2020-02-14,Scarborough,Women,60,63
2020-02-14,Toronto,Co-ed,554,567
2020-02-14,Toronto,Families,2653,2944
2020-02-14,Toronto,Men,1897,1918
2020-02-14,Toronto,Women,788,797
2020-02-14,Toronto,Youth,413,421
2020-02-15,Etobicoke,Youth,53,53
2020-02-15,North York,Youth,68,73
2020-02-15,Scarborough,Co-ed,189,196
2020-02-15,Scarborough,Men,113,118
2020-02-15,Scarborough,Women,59,63
2020-02-15,Toronto,Co-ed,555,567
2020-02-15,Toronto,Families,2634,2944
2020-02-15,Toronto,Men,1897,1918
2020-02-15,Toronto,Women,783,797
2020-02-15,Toronto,Youth,409,421
2020-02-16,Etobicoke,Youth,53,53
2020-02-16,North York,Youth,71,73
2020-02-16,Scarborough,Co-ed,190,196
2020-02-16,Scarborough,Men,114,118
2020-02-16,Scarborough,Women,60,63
2020-02-16,Toronto,Co-ed,553,567
2020-02-16,Toronto,Families,2623,2944
2020-02-16,Toronto,Men,1900,1918
2020-02-16,Toronto,Women,787,797
2020-02-16,Toronto,Youth,413,421
2020-02-17,Etobicoke,Youth,53,53
2020-02-17,North York,Youth,73,73
2020-02-17,Scarborough,Co-ed,190,196
2020-02-17,Scarborough,Men,114,118
2020-02-17,Scarborough,Women,60,63
2020-02-17,Toronto,Co-ed,552,567
2020-02-17,Toronto,Families,2600,2944
2020-02-17,Toronto,Men,1899,1918
2020-02-17,Toronto,Women,778,797
2020-02-17,Toronto,Youth,406,421
2020-02-18,Etobicoke,Youth,53,53
2020-02-18,North York,Youth,73,73
2020-02-18,Scarborough,Co-ed,184,196
2020-02-18,Scarborough,Men,115,118
2020-02-18,Scarborough,Women,60,63
2020-02-18,Toronto,Co-ed,553,567
2020-02-18,Toronto,Families,2594,2944
2020-02-18,Toronto,Men,1893,1918
2020-02-18,Toronto,Women,785,797
2020-02-18,Toronto,Youth,407,421
2020-02-19,Etobicoke,Youth,53,53
2020-02-19,North York,Youth,72,73
2020-02-19,Scarborough,Co-ed,188,196
2020-02-19,Scarborough,Men,112,118
2020-02-19,Scarborough,Women,60,63
2020-02-19,Toronto,Co-ed,553,567
2020-02-19,Toronto,Families,2606,2944
2020-02-19,Toronto,Men,1892,1918
2020-02-19,Toronto,Women,788,797
2020-02-19,Toronto,Youth,409,421
2020-02-20,Etobicoke,Youth,53,53
2020-02-20,North York,Youth,72,73
2020-02-20,Scarborough,Co-ed,190,196
2020-02-20,Scarborough,Men,115,118
2020-02-20,Scarborough,Women,60,63
2020-02-20,Toronto,Co-ed,549,567
2020-02-20,Toronto,Families,2608,2940
2020-02-20,Toronto,Men,1904,1919
2020-02-20,Toronto,Women,785,797
2020-02-20,Toronto,Youth,410,421
2020-02-21,Etobicoke,Youth,53,53
2020-02-21,North York,Youth,71,73
2020-02-21,Scarborough,Co-ed,189,196
2020-02-21,Scarborough,Men,114,118
2020-02-21,Scarborough,Women,59,63
2020-02-21,Toronto,Co-ed,554,567
2020-02-21,Toronto,Families,2615,2940
2020-02-21,Toronto,Men,1902,1919
2020-02-21,Toronto,Women,783,797
2020-02-21,Toronto,Youth,414,421
2020-02-22,Etobicoke,Youth,51,53
2020-02-22,North York,Youth,71,73
2020-02-22,Scarborough,Co-ed,190,196
2020-02-22,Scarborough,Men,114,118
2020-02-22,Scarborough,Women,59,63
2020-02-22,Toronto,Co-ed,551,567
2020-02-22,Toronto,Families,2623,2940
2020-02-22,Toronto,Men,1905,1919
2020-02-22,Toronto,Women,785,797
2020-02-22,Toronto,Youth,413,421
2020-02-23,Etobicoke,Youth,53,53
2020-02-23,North York,Youth,72,73
2020-02-23,Scarborough,Co-ed,187,196
2020-02-23,Scarborough,Men,114,118
2020-02-23,Scarborough,Women,58,63
2020-02-23,Toronto,Co-ed,555,567
2020-02-23,Toronto,Families,2625,2940
2020-02-23,Toronto,Men,1900,1919
2020-02-23,Toronto,Women,789,797
2020-02-23,Toronto,Youth,411,421
2020-02-24,Etobicoke,Youth,53,53
2020-02-24,North York,Youth,72,73
2020-02-24,Scarborough,Co-ed,186,196
2020-02-24,Scarborough,Men,115,118
2020-02-24,Scarborough,Women,58,63
2020-02-24,Toronto,Co-ed,552,567
2020-02-24,Toronto,Families,2611,2940
2020-02-24,Toronto,Men,1897,1919
2020-02-24,Toronto,Women,786,797
2020-02-24,Toronto,Youth,415,421
2020-02-25,Etobicoke,Youth,53,53
2020-02-25,North York,Youth,72,73
2020-02-25,Scarborough,Co-ed,186,196
2020-02-25,Scarborough,Men,114,118
2020-02-25,Scarborough,Women,60,63
2020-02-25,Toronto,Co-ed,555,567
2020-02-25,Toronto,Families,2616,2940
2020-02-25,Toronto,Men,1903,1919
2020-02-25,Toronto,Women,781,797
2020-02-25,Toronto,Youth,410,421
2020-02-26,Etobicoke,Youth,53,53
2020-02-26,North York,Youth,72,73
2020-02-26,Scarborough,Co-ed,188,196
2020-02-26,Scarborough,Men,115,118
2020-02-26,Scarborough,Women,59,63
2020-02-26,Toronto,Co-ed,554,567
2020-02-26,Toronto,Families,2625,2940
2020-02-26,Toronto,Men,1889,1919
2020-02-26,Toronto,Women,779,797
2020-02-26,Toronto,Youth,413,421
2020-02-27,Etobicoke,Youth,53,53
2020-02-27,North York,Youth,71,73
2020-02-27,Scarborough,Co-ed,188,196
2020-02-27,Scarborough,Men,115,118
2020-02-27,Scarborough,Women,58,63
2020-02-27,Toronto,Co-ed,554,567
2020-02-27,Toronto,Families,2630,2940
2020-02-27,Toronto,Men,1895,1919
2020-02-27,Toronto,Women,782,797
2020-02-27,Toronto,Youth,414,421
